observation_phys_chem_id,property_phys_chem_id,procedure_phys_chem_id,unit_of_measure_id
1,Acidity - exchangeable,ExchAcid_ph0-kcl1m,cmol/kg
2,Acidity - exchangeable,ExchAcid_ph0-nh4cl,cmol/kg
3,Acidity - exchangeable,ExchAcid_ph0-unkn,cmol/kg
4,Acidity - exchangeable,ExchAcid_ph7-caoac,cmol/kg
5,Acidity - exchangeable,ExchAcid_ph7-unkn,cmol/kg
6,Acidity - exchangeable,ExchAcid_ph8-bacl2tea,cmol/kg
7,Acidity - exchangeable,ExchAcid_ph8-unkn,cmol/kg
8,Available water capacity - volumetric (FC to WP),PAWHC_calcul-fc100wp,m3/100 m3
9,Available water capacity - volumetric (FC to WP),PAWHC_calcul-fc200wp,m3/100 m3
10,Available water capacity - volumetric (FC to WP),PAWHC_calcul-fc300wp,m3/100 m3
11,Base saturation - calculated,BSat_calcul-cec,%
12,Base saturation - calculated,BSat_calcul-ecec,%
13,bulkDensityFineEarthProperty,BlkDensF_fe-cl-fc,kg/dm3
14,bulkDensityFineEarthProperty,BlkDensF_fe-cl-od,kg/dm3
15,bulkDensityFineEarthProperty,BlkDensF_fe-cl-unkn,kg/dm3
16,bulkDensityFineEarthProperty,BlkDensF_fe-co-fc,kg/dm3
17,bulkDensityFineEarthProperty,BlkDensF_fe-co-od,kg/dm3
18,bulkDensityFineEarthProperty,BlkDensF_fe-co-unkn,kg/dm3
19,bulkDensityFineEarthProperty,BlkDensF_fe-rpl-unkn,kg/dm3
20,bulkDensityFineEarthProperty,BlkDensF_fe-unkn,kg/dm3
21,bulkDensityFineEarthProperty,BlkDensF_fe-unkn-fc,kg/dm3
22,bulkDensityFineEarthProperty,BlkDensF_fe-unkn-od,kg/dm3
23,bulkDensityWholeSoilProperty,BlkDensW_we-cl-fc,kg/dm3
24,bulkDensityWholeSoilProperty,BlkDensW_we-cl-od,kg/dm3
25,bulkDensityWholeSoilProperty,BlkDensW_we-cl-unkn,kg/dm3
26,bulkDensityWholeSoilProperty,BlkDensW_we-co-fc,kg/dm3
27,bulkDensityWholeSoilProperty,BlkDensW_we-co-od,kg/dm3
28,bulkDensityWholeSoilProperty,BlkDensW_we-co-unkn,kg/dm3
29,bulkDensityWholeSoilProperty,BlkDensW_we-rpl-unkn,kg/dm3
30,bulkDensityWholeSoilProperty,BlkDensW_we-unkn,kg/dm3
31,carbonInorganicProperty,InOrgC_calcul-caco3,g/kg
32,carbonInorganicProperty,InOrgC_calcul-tc-oc,g/kg
33,Carbon (C) - organic,OrgC_acid-dc,g/kg
34,Carbon (C) - organic,OrgC_acid-dc-ht,g/kg
35,Carbon (C) - organic,OrgC_acid-dc-ht-analyser,g/kg
36,Carbon (C) - organic,OrgC_acid-dc-lt,g/kg
37,Carbon (C) - organic,OrgC_acid-dc-lt-loi,g/kg
38,Carbon (C) - organic,OrgC_acid-dc-mt,g/kg
39,Carbon (C) - organic,OrgC_acid-dc-spec,g/kg
40,Carbon (C) - organic,OrgC_calcul-tc-ic,g/kg
41,Carbon (C) - organic,OrgC_dc,g/kg
42,Carbon (C) - organic,OrgC_dc-ht,g/kg
43,Carbon (C) - organic,OrgC_dc-ht-analyser,g/kg
44,Carbon (C) - organic,OrgC_dc-lt,g/kg
45,Carbon (C) - organic,OrgC_dc-lt-loi,g/kg
46,Carbon (C) - organic,OrgC_dc-mt,g/kg
47,Carbon (C) - organic,OrgC_dc-spec,g/kg
48,Carbon (C) - organic,OrgC_wc,g/kg
49,Carbon (C) - organic,OrgC_wc-cro3-jackson,g/kg
50,Carbon (C) - organic,OrgC_wc-cro3-kalembra,g/kg
51,Carbon (C) - organic,OrgC_wc-cro3-knopp,g/kg
52,Carbon (C) - organic,OrgC_wc-cro3-kurmies,g/kg
53,Carbon (C) - organic,OrgC_wc-cro3-nelson,g/kg
54,Carbon (C) - organic,OrgC_wc-cro3-nrcs6a1c,g/kg
55,Carbon (C) - organic,OrgC_wc-cro3-tiurin,g/kg
56,Carbon (C) - organic,OrgC_wc-cro3-walkleyblack,g/kg
57,Carbon (C) - total,TotC_calcul-ic-oc,g/kg
58,Carbon (C) - total,TotC_dc-ht,g/kg
59,Carbon (C) - total,TotC_dc-ht-analyser,g/kg
60,Carbon (C) - total,TotC_dc-ht-spec,g/kg
61,Carbon (C) - total,TotC_dc-mt,g/kg
62,coarseFragmentsProperty,CrsFrg_fld,%
63,coarseFragmentsProperty,CrsFrg_fldcls,%
64,coarseFragmentsProperty,CrsFrg_lab,%
65,effectiveCecProperty,EffCEC_calcul-b,cmol/kg
66,effectiveCecProperty,EffCEC_calcul-ba,cmol/kg
67,electricalConductivityProperty,EC_ratio1-1,dS/m
68,electricalConductivityProperty,EC_ratio1-10,dS/m
69,electricalConductivityProperty,EC_ratio1-2,dS/m
70,electricalConductivityProperty,EC_ratio1-2.5,dS/m
71,electricalConductivityProperty,EC_ratio1-5,dS/m
72,electricalConductivityProperty,ECe_sat,dS/m
73,manganeseProperty,ExchBases_ph-unkn-edta,cmol/kg
74,manganeseProperty,ExchBases_ph-unkn-m3,cmol/kg
75,manganeseProperty,ExchBases_ph-unkn-m3-spec,cmol/kg
76,manganeseProperty,ExchBases_ph0-cohex,cmol/kg
77,manganeseProperty,ExchBases_ph0-nh4cl,cmol/kg
78,manganeseProperty,ExchBases_ph7-nh4oac,cmol/kg
79,manganeseProperty,ExchBases_ph7-nh4oac-aas,cmol/kg
80,manganeseProperty,ExchBases_ph7-nh4oac-fp,cmol/kg
81,manganeseProperty,ExchBases_ph7-unkn,cmol/kg
82,manganeseProperty,ExchBases_ph8-bacl2tea,cmol/kg
83,manganeseProperty,ExchBases_ph8-unkn,cmol/kg
84,Sodium (Na+) - exchangeable %,ExchBases_ph-unkn-edta,cmol/kg
85,Sodium (Na+) - exchangeable %,ExchBases_ph-unkn-m3,cmol/kg
86,Sodium (Na+) - exchangeable %,ExchBases_ph-unkn-m3-spec,cmol/kg
87,Sodium (Na+) - exchangeable %,ExchBases_ph0-cohex,cmol/kg
88,Sodium (Na+) - exchangeable %,ExchBases_ph0-nh4cl,cmol/kg
89,Sodium (Na+) - exchangeable %,ExchBases_ph7-nh4oac,cmol/kg
90,Sodium (Na+) - exchangeable %,ExchBases_ph7-nh4oac-aas,cmol/kg
91,Sodium (Na+) - exchangeable %,ExchBases_ph7-nh4oac-fp,cmol/kg
92,Sodium (Na+) - exchangeable %,ExchBases_ph7-unkn,cmol/kg
93,Sodium (Na+) - exchangeable %,ExchBases_ph8-bacl2tea,cmol/kg
94,Sodium (Na+) - exchangeable %,ExchBases_ph8-unkn,cmol/kg
95,Hydrogen (H+) - exchangeable,ExchBases_ph-unkn-edta,cmol/kg
96,Hydrogen (H+) - exchangeable,ExchBases_ph-unkn-m3,cmol/kg
97,Hydrogen (H+) - exchangeable,ExchBases_ph-unkn-m3-spec,cmol/kg
98,Hydrogen (H+) - exchangeable,ExchBases_ph0-cohex,cmol/kg
99,Hydrogen (H+) - exchangeable,ExchBases_ph0-nh4cl,cmol/kg
100,Hydrogen (H+) - exchangeable,ExchBases_ph7-nh4oac,cmol/kg
101,Hydrogen (H+) - exchangeable,ExchBases_ph7-nh4oac-aas,cmol/kg
102,Hydrogen (H+) - exchangeable,ExchBases_ph7-nh4oac-fp,cmol/kg
103,Hydrogen (H+) - exchangeable,ExchBases_ph7-unkn,cmol/kg
104,Hydrogen (H+) - exchangeable,ExchBases_ph8-bacl2tea,cmol/kg
105,Hydrogen (H+) - exchangeable,ExchBases_ph8-unkn,cmol/kg
106,Potassium (K+) - exchangeable,ExchBases_ph-unkn-edta,cmol/kg
107,Potassium (K+) - exchangeable,ExchBases_ph-unkn-m3,cmol/kg
108,Potassium (K+) - exchangeable,ExchBases_ph-unkn-m3-spec,cmol/kg
109,Potassium (K+) - exchangeable,ExchBases_ph0-cohex,cmol/kg
110,Potassium (K+) - exchangeable,ExchBases_ph0-nh4cl,cmol/kg
111,Potassium (K+) - exchangeable,ExchBases_ph7-nh4oac,cmol/kg
112,Potassium (K+) - exchangeable,ExchBases_ph7-nh4oac-aas,cmol/kg
113,Potassium (K+) - exchangeable,ExchBases_ph7-nh4oac-fp,cmol/kg
114,Potassium (K+) - exchangeable,ExchBases_ph7-unkn,cmol/kg
115,Potassium (K+) - exchangeable,ExchBases_ph8-bacl2tea,cmol/kg
116,Potassium (K+) - exchangeable,ExchBases_ph8-unkn,cmol/kg
117,Aluminium (Al+++) - exchangeable,ExchBases_ph-unkn-edta,cmol/kg
118,Aluminium (Al+++) - exchangeable,ExchBases_ph-unkn-m3,cmol/kg
119,Aluminium (Al+++) - exchangeable,ExchBases_ph-unkn-m3-spec,cmol/kg
120,Aluminium (Al+++) - exchangeable,ExchBases_ph0-cohex,cmol/kg
121,Aluminium (Al+++) - exchangeable,ExchBases_ph0-nh4cl,cmol/kg
122,Aluminium (Al+++) - exchangeable,ExchBases_ph7-nh4oac,cmol/kg
123,Aluminium (Al+++) - exchangeable,ExchBases_ph7-nh4oac-aas,cmol/kg
124,Aluminium (Al+++) - exchangeable,ExchBases_ph7-nh4oac-fp,cmol/kg
125,Aluminium (Al+++) - exchangeable,ExchBases_ph7-unkn,cmol/kg
126,Aluminium (Al+++) - exchangeable,ExchBases_ph8-bacl2tea,cmol/kg
127,Aluminium (Al+++) - exchangeable,ExchBases_ph8-unkn,cmol/kg
128,Calcium (Ca++) - exchangeable,ExchBases_ph-unkn-edta,cmol/kg
129,Calcium (Ca++) - exchangeable,ExchBases_ph-unkn-m3,cmol/kg
130,Calcium (Ca++) - exchangeable,ExchBases_ph-unkn-m3-spec,cmol/kg
131,Calcium (Ca++) - exchangeable,ExchBases_ph0-cohex,cmol/kg
132,Calcium (Ca++) - exchangeable,ExchBases_ph0-nh4cl,cmol/kg
133,Calcium (Ca++) - exchangeable,ExchBases_ph7-nh4oac,cmol/kg
134,Calcium (Ca++) - exchangeable,ExchBases_ph7-nh4oac-aas,cmol/kg
135,Calcium (Ca++) - exchangeable,ExchBases_ph7-nh4oac-fp,cmol/kg
136,Calcium (Ca++) - exchangeable,ExchBases_ph7-unkn,cmol/kg
137,Calcium (Ca++) - exchangeable,ExchBases_ph8-bacl2tea,cmol/kg
138,Calcium (Ca++) - exchangeable,ExchBases_ph8-unkn,cmol/kg
139,Magnesium (Mg++) - exchangeable,ExchBases_ph-unkn-edta,cmol/kg
140,Magnesium (Mg++) - exchangeable,ExchBases_ph-unkn-m3,cmol/kg
141,Magnesium (Mg++) - exchangeable,ExchBases_ph-unkn-m3-spec,cmol/kg
142,Magnesium (Mg++) - exchangeable,ExchBases_ph0-cohex,cmol/kg
143,Magnesium (Mg++) - exchangeable,ExchBases_ph0-nh4cl,cmol/kg
144,Magnesium (Mg++) - exchangeable,ExchBases_ph7-nh4oac,cmol/kg
145,Magnesium (Mg++) - exchangeable,ExchBases_ph7-nh4oac-aas,cmol/kg
146,Magnesium (Mg++) - exchangeable,ExchBases_ph7-nh4oac-fp,cmol/kg
147,Magnesium (Mg++) - exchangeable,ExchBases_ph7-unkn,cmol/kg
148,Magnesium (Mg++) - exchangeable,ExchBases_ph8-bacl2tea,cmol/kg
149,Magnesium (Mg++) - exchangeable,ExchBases_ph8-unkn,cmol/kg
150,Manganese (Mn) - extractable,Extr_ap14,cmol/kg
151,Manganese (Mn) - extractable,Extr_ap15,cmol/kg
152,Manganese (Mn) - extractable,Extr_ap20,cmol/kg
153,Manganese (Mn) - extractable,Extr_ap21,cmol/kg
154,Manganese (Mn) - extractable,Extr_c6h8o7-reeuwijk,cmol/kg
155,Manganese (Mn) - extractable,Extr_cacl2,cmol/kg
156,Manganese (Mn) - extractable,Extr_capo4,cmol/kg
157,Manganese (Mn) - extractable,Extr_dtpa,cmol/kg
158,Manganese (Mn) - extractable,Extr_edta,cmol/kg
159,Manganese (Mn) - extractable,Extr_h2so4-truog,cmol/kg
160,Manganese (Mn) - extractable,Extr_hcl-h2so4-nelson,cmol/kg
161,Manganese (Mn) - extractable,Extr_hcl-nh4f-bray1,cmol/kg
162,Manganese (Mn) - extractable,Extr_hcl-nh4f-bray2,cmol/kg
163,Manganese (Mn) - extractable,Extr_hcl-nh4f-kurtz-bray,cmol/kg
164,Manganese (Mn) - extractable,Extr_hno3,cmol/kg
165,Manganese (Mn) - extractable,Extr_hotwater,cmol/kg
166,Manganese (Mn) - extractable,Extr_m1,cmol/kg
167,Manganese (Mn) - extractable,Extr_m2,cmol/kg
168,Manganese (Mn) - extractable,Extr_m3,cmol/kg
169,Manganese (Mn) - extractable,Extr_m3-spec,cmol/kg
170,Manganese (Mn) - extractable,Extr_nahco3-olsen,cmol/kg
171,Manganese (Mn) - extractable,Extr_nahco3-olsen-dabin,cmol/kg
172,Manganese (Mn) - extractable,Extr_naoac-morgan,cmol/kg
173,Manganese (Mn) - extractable,Extr_nh4-co3-2-ambic1,cmol/kg
174,Manganese (Mn) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,cmol/kg
175,Boron (B) - extractable,Extr_ap14,%
176,Boron (B) - extractable,Extr_ap15,%
177,Boron (B) - extractable,Extr_ap20,%
178,Boron (B) - extractable,Extr_ap21,%
179,Boron (B) - extractable,Extr_c6h8o7-reeuwijk,%
180,Boron (B) - extractable,Extr_cacl2,%
181,Boron (B) - extractable,Extr_capo4,%
182,Boron (B) - extractable,Extr_dtpa,%
183,Boron (B) - extractable,Extr_edta,%
184,Boron (B) - extractable,Extr_h2so4-truog,%
185,Boron (B) - extractable,Extr_hcl-h2so4-nelson,%
186,Boron (B) - extractable,Extr_hcl-nh4f-bray1,%
187,Boron (B) - extractable,Extr_hcl-nh4f-bray2,%
188,Boron (B) - extractable,Extr_hcl-nh4f-kurtz-bray,%
189,Boron (B) - extractable,Extr_hno3,%
190,Boron (B) - extractable,Extr_hotwater,%
191,Boron (B) - extractable,Extr_m1,%
192,Boron (B) - extractable,Extr_m2,%
193,Boron (B) - extractable,Extr_m3,%
194,Boron (B) - extractable,Extr_m3-spec,%
195,Boron (B) - extractable,Extr_nahco3-olsen,%
196,Boron (B) - extractable,Extr_nahco3-olsen-dabin,%
197,Boron (B) - extractable,Extr_naoac-morgan,%
198,Boron (B) - extractable,Extr_nh4-co3-2-ambic1,%
199,Boron (B) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,%
200,molybdenumProperty,Extr_ap14,%
201,molybdenumProperty,Extr_ap15,%
202,molybdenumProperty,Extr_ap20,%
203,molybdenumProperty,Extr_ap21,%
204,molybdenumProperty,Extr_c6h8o7-reeuwijk,%
205,molybdenumProperty,Extr_cacl2,%
206,molybdenumProperty,Extr_capo4,%
207,molybdenumProperty,Extr_dtpa,%
208,molybdenumProperty,Extr_edta,%
209,molybdenumProperty,Extr_h2so4-truog,%
210,molybdenumProperty,Extr_hcl-h2so4-nelson,%
211,molybdenumProperty,Extr_hcl-nh4f-bray1,%
212,molybdenumProperty,Extr_hcl-nh4f-bray2,%
213,molybdenumProperty,Extr_hcl-nh4f-kurtz-bray,%
214,molybdenumProperty,Extr_hno3,%
215,molybdenumProperty,Extr_hotwater,%
216,molybdenumProperty,Extr_m1,%
217,molybdenumProperty,Extr_m2,%
218,molybdenumProperty,Extr_m3,%
219,molybdenumProperty,Extr_m3-spec,%
220,molybdenumProperty,Extr_nahco3-olsen,%
221,molybdenumProperty,Extr_nahco3-olsen-dabin,%
222,molybdenumProperty,Extr_naoac-morgan,%
223,molybdenumProperty,Extr_nh4-co3-2-ambic1,%
224,molybdenumProperty,Extr_nh4ch3ch-oh-cooh-leuven,%
225,Potassium (K) - extractable,Extr_ap14,cmol/kg
226,Potassium (K) - extractable,Extr_ap15,cmol/kg
227,Potassium (K) - extractable,Extr_ap20,cmol/kg
228,Potassium (K) - extractable,Extr_ap21,cmol/kg
229,Potassium (K) - extractable,Extr_c6h8o7-reeuwijk,cmol/kg
230,Potassium (K) - extractable,Extr_cacl2,cmol/kg
231,Potassium (K) - extractable,Extr_capo4,cmol/kg
232,Potassium (K) - extractable,Extr_dtpa,cmol/kg
233,Potassium (K) - extractable,Extr_edta,cmol/kg
234,Potassium (K) - extractable,Extr_h2so4-truog,cmol/kg
235,Potassium (K) - extractable,Extr_hcl-h2so4-nelson,cmol/kg
236,Potassium (K) - extractable,Extr_hcl-nh4f-bray1,cmol/kg
237,Potassium (K) - extractable,Extr_hcl-nh4f-bray2,cmol/kg
238,Potassium (K) - extractable,Extr_hcl-nh4f-kurtz-bray,cmol/kg
239,Potassium (K) - extractable,Extr_hno3,cmol/kg
240,Potassium (K) - extractable,Extr_hotwater,cmol/kg
241,Potassium (K) - extractable,Extr_m1,cmol/kg
242,Potassium (K) - extractable,Extr_m2,cmol/kg
243,Potassium (K) - extractable,Extr_m3,cmol/kg
244,Potassium (K) - extractable,Extr_m3-spec,cmol/kg
245,Potassium (K) - extractable,Extr_nahco3-olsen,cmol/kg
246,Potassium (K) - extractable,Extr_nahco3-olsen-dabin,cmol/kg
247,Potassium (K) - extractable,Extr_naoac-morgan,cmol/kg
248,Potassium (K) - extractable,Extr_nh4-co3-2-ambic1,cmol/kg
249,Potassium (K) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,cmol/kg
250,Magnesium (Mg) - extractable,Extr_ap14,cmol/kg
251,Magnesium (Mg) - extractable,Extr_ap15,cmol/kg
252,Magnesium (Mg) - extractable,Extr_ap20,cmol/kg
253,Magnesium (Mg) - extractable,Extr_ap21,cmol/kg
254,Magnesium (Mg) - extractable,Extr_c6h8o7-reeuwijk,cmol/kg
255,Magnesium (Mg) - extractable,Extr_cacl2,cmol/kg
256,Magnesium (Mg) - extractable,Extr_capo4,cmol/kg
257,Magnesium (Mg) - extractable,Extr_dtpa,cmol/kg
258,Magnesium (Mg) - extractable,Extr_edta,cmol/kg
259,Magnesium (Mg) - extractable,Extr_h2so4-truog,cmol/kg
260,Magnesium (Mg) - extractable,Extr_hcl-h2so4-nelson,cmol/kg
261,Magnesium (Mg) - extractable,Extr_hcl-nh4f-bray1,cmol/kg
262,Magnesium (Mg) - extractable,Extr_hcl-nh4f-bray2,cmol/kg
263,Magnesium (Mg) - extractable,Extr_hcl-nh4f-kurtz-bray,cmol/kg
264,Magnesium (Mg) - extractable,Extr_hno3,cmol/kg
265,Magnesium (Mg) - extractable,Extr_hotwater,cmol/kg
266,Magnesium (Mg) - extractable,Extr_m1,cmol/kg
267,Magnesium (Mg) - extractable,Extr_m2,cmol/kg
268,Magnesium (Mg) - extractable,Extr_m3,cmol/kg
269,Magnesium (Mg) - extractable,Extr_m3-spec,cmol/kg
270,Magnesium (Mg) - extractable,Extr_nahco3-olsen,cmol/kg
271,Magnesium (Mg) - extractable,Extr_nahco3-olsen-dabin,cmol/kg
272,Magnesium (Mg) - extractable,Extr_naoac-morgan,cmol/kg
273,Magnesium (Mg) - extractable,Extr_nh4-co3-2-ambic1,cmol/kg
274,Magnesium (Mg) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,cmol/kg
275,Sulfur (S) - extractable,Extr_ap14,%
276,Sulfur (S) - extractable,Extr_ap15,%
277,Sulfur (S) - extractable,Extr_ap20,%
278,Sulfur (S) - extractable,Extr_ap21,%
279,Sulfur (S) - extractable,Extr_c6h8o7-reeuwijk,%
280,Sulfur (S) - extractable,Extr_cacl2,%
281,Sulfur (S) - extractable,Extr_capo4,%
282,Sulfur (S) - extractable,Extr_dtpa,%
283,Sulfur (S) - extractable,Extr_edta,%
284,Sulfur (S) - extractable,Extr_h2so4-truog,%
285,Sulfur (S) - extractable,Extr_hcl-h2so4-nelson,%
286,Sulfur (S) - extractable,Extr_hcl-nh4f-bray1,%
287,Sulfur (S) - extractable,Extr_hcl-nh4f-bray2,%
288,Sulfur (S) - extractable,Extr_hcl-nh4f-kurtz-bray,%
289,Sulfur (S) - extractable,Extr_hno3,%
290,Sulfur (S) - extractable,Extr_hotwater,%
291,Sulfur (S) - extractable,Extr_m1,%
292,Sulfur (S) - extractable,Extr_m2,%
293,Sulfur (S) - extractable,Extr_m3,%
294,Sulfur (S) - extractable,Extr_m3-spec,%
295,Sulfur (S) - extractable,Extr_nahco3-olsen,%
296,Sulfur (S) - extractable,Extr_nahco3-olsen-dabin,%
297,Sulfur (S) - extractable,Extr_naoac-morgan,%
298,Sulfur (S) - extractable,Extr_nh4-co3-2-ambic1,%
299,Sulfur (S) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,%
300,Copper (Cu) - extractable,Extr_ap14,%
301,Copper (Cu) - extractable,Extr_ap15,%
302,Copper (Cu) - extractable,Extr_ap20,%
303,Copper (Cu) - extractable,Extr_ap21,%
304,Copper (Cu) - extractable,Extr_c6h8o7-reeuwijk,%
305,Copper (Cu) - extractable,Extr_cacl2,%
306,Copper (Cu) - extractable,Extr_capo4,%
307,Copper (Cu) - extractable,Extr_dtpa,%
308,Copper (Cu) - extractable,Extr_edta,%
309,Copper (Cu) - extractable,Extr_h2so4-truog,%
310,Copper (Cu) - extractable,Extr_hcl-h2so4-nelson,%
311,Copper (Cu) - extractable,Extr_hcl-nh4f-bray1,%
312,Copper (Cu) - extractable,Extr_hcl-nh4f-bray2,%
313,Copper (Cu) - extractable,Extr_hcl-nh4f-kurtz-bray,%
314,Copper (Cu) - extractable,Extr_hno3,%
315,Copper (Cu) - extractable,Extr_hotwater,%
316,Copper (Cu) - extractable,Extr_m1,%
317,Copper (Cu) - extractable,Extr_m2,%
318,Copper (Cu) - extractable,Extr_m3,%
319,Copper (Cu) - extractable,Extr_m3-spec,%
320,Copper (Cu) - extractable,Extr_nahco3-olsen,%
321,Copper (Cu) - extractable,Extr_nahco3-olsen-dabin,%
322,Copper (Cu) - extractable,Extr_naoac-morgan,%
323,Copper (Cu) - extractable,Extr_nh4-co3-2-ambic1,%
324,Copper (Cu) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,%
325,Calcium (Ca++) - extractable,Extr_ap14,cmol/kg
326,Calcium (Ca++) - extractable,Extr_ap15,cmol/kg
327,Calcium (Ca++) - extractable,Extr_ap20,cmol/kg
328,Calcium (Ca++) - extractable,Extr_ap21,cmol/kg
329,Calcium (Ca++) - extractable,Extr_c6h8o7-reeuwijk,cmol/kg
330,Calcium (Ca++) - extractable,Extr_cacl2,cmol/kg
331,Calcium (Ca++) - extractable,Extr_capo4,cmol/kg
332,Calcium (Ca++) - extractable,Extr_dtpa,cmol/kg
333,Calcium (Ca++) - extractable,Extr_edta,cmol/kg
